week_start_date,channel,campaign,impressions,clicks,conversions,spend,revenue,roas,roi_pct
2024-05-27,Paid Social,Social - Prospecting,52118,1036,69,1540.6,3027.64,1.965,96.52
2024-05-27,Paid Social,Social - Retargeting,58840,738,45,1308.07,2129.75,1.628,62.82
2024-06-03,Affiliate,Affiliate - Partner A,17108,343,13,393.35,911.89,2.318,131.83
2024-06-03,Affiliate,Affiliate - Partner B,7455,136,9,377.12,1052.18,2.79,179.0
2024-06-03,Display,Display - Banner,35717,549,12,1144.92,672.87,0.588,-41.23
2024-06-03,Display,Display - Native,7434,142,9,475.67,480.55,1.01,1.03
2024-06-03,Email,Email - Newsletter,7630,255,7,220.33,1051.28,4.771,377.14
2024-06-03,Email,Email - Promo,3342,112,2,278.32,1569.7,5.64,463.99
2024-06-03,Organic/SEO,SEO - Blog,16460,655,8,163.92,1071.27,6.535,553.53
2024-06-03,Organic/SEO,SEO - Landing Pages,59878,486,18,162.4,1025.78,6.316,531.64
2024-06-03,Paid Search,Search - Brand,40247,1107,78,2097.36,5961.88,2.843,184.26
2024-06-03,Paid Search,Search - Competitor,208137,4517,201,1583.58,6016.43,3.799,279.93
2024-06-03,Paid Search,Search - Generic,21548,793,51,2498.01,4559.27,1.825,82.52
2024-06-03,Paid Social,Social - Lookalike,80928,1164,61,1845.86,5360.29,2.904,190.4
2024-06-03,Paid Social,Social - Prospecting,16510,566,9,1170.31,3025.99,2.586,158.56
2024-06-03,Paid Social,Social - Retargeting,7609,303,21,915.25,2608.04,2.85,184.95
2024-06-10,Affiliate,Affiliate - Partner A,14011,500,23,856.96,1728.82,2.017,101.74
2024-06-10,Affiliate,Affiliate - Partner B,17711,267,4,721.34,2273.32,3.152,215.15
2024-06-10,Display,Display - Banner,11543,219,2,661.84,1631.9,2.466,146.57
2024-06-10,Display,Display - Native,12759,158,11,445.75,587.78,1.319,31.86
2024-06-10,Email,Email - Newsletter,37673,255,18,262.75,829.16,3.156,215.57
2024-06-10,Email,Email - Promo,4847,46,2,126.45,590.42,4.669,366.92
2024-06-10,Organic/SEO,SEO - Blog,29772,756,28,171.5,1125.75,6.564,556.41
2024-06-10,Organic/SEO,SEO - Landing Pages,80056,2464,141,336.07,1980.15,5.892,489.21
2024-06-10,Paid Search,Search - Brand,193289,2289,88,2070.03,4197.67,2.028,102.78
2024-06-10,Paid Search,Search - Competitor,33809,460,28,1500.13,5041.07,3.36,236.04
2024-06-10,Paid Search,Search - Generic,23487,685,53,1615.01,4029.47,2.495,149.5
2024-06-10,Paid Social,Social - Lookalike,89653,872,66,972.44,2186.6,2.249,124.86
2024-06-10,Paid Social,Social - Prospecting,76624,921,21,1656.4,5101.07,3.08,207.96
2024-06-10,Paid Social,Social - Retargeting,11913,438,28,1249.36,3379.33,2.705,170.48
2024-06-17,Affiliate,Affiliate - Partner A,14862,322,13,644.89,1120.38,1.737,73.73
2024-06-17,Affiliate,Affiliate - Partner B,6165,206,7,648.31,2212.33,3.412,241.25
2024-06-17,Display,Display - Banner,18581,113,4,349.69,544.15,1.556,55.61
2024-06-17,Display,Display - Native,30392,426,30,1150.63,1249.67,1.086,8.61
2024-06-17,Email,Email - Newsletter,10086,238,15,236.52,1343.06,5.678,467.84
2024-06-17,Email,Email - Promo,7445,287,17,111.42,419.19,3.762,276.23
2024-06-17,Organic/SEO,SEO - Blog,19125,700,52,273.58,1741.12,6.364,536.42
2024-06-17,Organic/SEO,SEO - Landing Pages,197299,1608,29,199.65,1442.98,7.228,622.75
2024-06-17,Paid Search,Search - Brand,15353,593,35,1689.25,4081.92,2.416,141.64
2024-06-17,Paid Search,Search - Competitor,42896,1529,45,2477.27,7064.91,2.852,185.19
2024-06-17,Paid Search,Search - Generic,60502,1654,71,2360.36,10370.18,4.393,339.35
2024-06-17,Paid Social,Social - Lookalike,9950,246,10,634.23,951.09,1.5,49.96
2024-06-17,Paid Social,Social - Prospecting,13779,495,15,1702.91,3995.72,2.346,134.64
2024-06-17,Paid Social,Social - Retargeting,26705,749,50,1678.27,2401.55,1.431,43.1
2024-06-24,Affiliate,Affiliate - Partner A,14284,321,17,582.06,1708.93,2.936,193.6
2024-06-24,Affiliate,Affiliate - Partner B,16340,426,26,849.58,1891.67,2.227,122.66
2024-06-24,Display,Display - Banner,18852,460,24,565.52,607.22,1.074,7.37
2024-06-24,Display,Display - Native,39591,1159,66,849.3,753.93,0.888,-11.23
2024-06-24,Email,Email - Newsletter,6574,127,2,220.65,980.31,4.443,344.28
2024-06-24,Email,Email - Promo,2932,39,2,105.59,483.84,4.582,358.23
2024-06-24,Organic/SEO,SEO - Blog,14922,556,24,121.56,804.06,6.615,561.45
2024-06-24,Organic/SEO,SEO - Landing Pages,102109,1157,29,240.5,1883.36,7.831,683.1
2024-06-24,Paid Search,Search - Brand,177923,1715,116,921.22,3833.63,4.161,316.15
2024-06-24,Paid Search,Search - Competitor,56918,974,41,1687.61,4183.6,2.479,147.9
2024-06-24,Paid Search,Search - Generic,21462,770,42,1786.41,5781.96,3.237,223.66
2024-06-24,Paid Social,Social - Lookalike,57777,1682,123,1671.03,3517.44,2.105,110.5
2024-06-24,Paid Social,Social - Prospecting,71142,738,20,837.6,1598.26,1.908,90.81
2024-06-24,Paid Social,Social - Retargeting,20357,712,10,1778.9,2869.22,1.613,61.29
2024-07-01,Affiliate,Affiliate - Partner A,13719,477,19,431.47,1253.63,2.905,190.55
2024-07-01,Affiliate,Affiliate - Partner B,30136,173,5,359.51,1048.46,2.916,191.64
2024-07-01,Display,Display - Banner,47959,1127,76,1073.97,1726.62,1.608,60.77
2024-07-01,Display,Display - Native,4179,165,12,572.88,941.94,1.644,64.42
2024-07-01,Email,Email - Newsletter,7783,188,9,249.61,1387.19,5.557,455.74
2024-07-01,Email,Email - Promo,3491,109,3,176.38,1008.82,5.72,471.96
2024-07-01,Organic/SEO,SEO - Blog,143816,1046,14,153.1,1037.64,6.778,577.75
2024-07-01,Organic/SEO,SEO - Landing Pages,75678,790,41,274.52,1728.82,6.298,529.76
2024-07-01,Paid Search,Search - Brand,17886,571,35,961.82,3074.02,3.196,219.6
2024-07-01,Paid Search,Search - Competitor,40763,792,50,1865.29,6381.58,3.421,242.12
2024-07-01,Paid Search,Search - Generic,28362,1076,23,854.65,2595.01,3.036,203.63
2024-07-01,Paid Social,Social - Lookalike,17408,408,22,1415.42,3961.21,2.799,179.86
2024-07-01,Paid Social,Social - Prospecting,15414,485,33,922.95,2479.25,2.686,168.62
2024-07-01,Paid Social,Social - Retargeting,119141,1640,46,1998.36,2429.41,1.216,21.57
2024-07-08,Affiliate,Affiliate - Partner A,45995,1598,84,879.5,2774.74,3.155,215.49
2024-07-08,Affiliate,Affiliate - Partner B,28432,295,18,630.32,1633.77,2.592,159.2
2024-07-08,Display,Display - Banner,12872,175,2,392.52,387.31,0.987,-1.33
2024-07-08,Display,Display - Native,27540,308,20,501.23,340.63,0.68,-32.04
2024-07-08,Email,Email - Newsletter,15110,85,6,281.42,1849.3,6.571,557.13
2024-07-08,Email,Email - Promo,2695,105,7,287.98,1593.21,5.532,453.24
2024-07-08,Organic/SEO,SEO - Blog,16344,352,16,122.51,947.28,7.732,673.23
2024-07-08,Organic/SEO,SEO - Landing Pages,35222,631,14,193.66,1123.28,5.8,480.03
2024-07-08,Paid Search,Search - Brand,88740,2937,212,1555.97,4135.29,2.658,165.77
2024-07-08,Paid Search,Search - Competitor,16820,437,33,1144.74,3341.61,2.919,191.91
2024-07-08,Paid Search,Search - Generic,10564,256,5,818.73,2534.37,3.095,209.55
2024-07-08,Paid Social,Social - Lookalike,16153,539,32,1501.61,2645.63,1.762,76.19
2024-07-08,Paid Social,Social - Prospecting,40140,706,18,1291.69,3665.68,2.838,183.79
2024-07-08,Paid Social,Social - Retargeting,45524,257,10,664.35,2161.31,3.253,225.33
2024-07-15,Affiliate,Affiliate - Partner A,13367,315,16,475.85,1246.62,2.62,161.98
2024-07-15,Affiliate,Affiliate - Partner B,7748,153,2,215.28,645.67,2.999,199.92
2024-07-15,Display,Display - Banner,140659,1455,84,1096.58,1144.61,1.044,4.38
2024-07-15,Display,Display - Native,22409,458,17,342.64,478.1,1.395,39.53
2024-07-15,Email,Email - Newsletter,16903,448,16,180.47,937.24,5.193,419.33
2024-07-15,Email,Email - Promo,45141,618,25,212.83,767.64,3.607,260.68
2024-07-15,Organic/SEO,SEO - Blog,222396,5793,367,334.85,2395.65,7.154,615.44
2024-07-15,Organic/SEO,SEO - Landing Pages,18203,683,53,185.44,1272.97,6.865,586.46
2024-07-15,Paid Search,Search - Brand,11500,353,8,1173.29,3517.76,2.998,199.82
2024-07-15,Paid Search,Search - Competitor,23839,943,19,2375.34,7713.71,3.247,224.74
2024-07-15,Paid Search,Search - Generic,55499,747,39,2261.25,7198.36,3.183,218.34
2024-07-15,Paid Social,Social - Lookalike,19115,531,9,1779.82,5241.28,2.945,194.48
2024-07-15,Paid Social,Social - Prospecting,69526,521,22,723.76,1410.39,1.949,94.87
2024-07-15,Paid Social,Social - Retargeting,34856,1206,55,1655.28,4216.37,2.547,154.72
2024-07-22,Affiliate,Affiliate - Partner A,24952,233,6,439.86,1444.25,3.283,228.34
2024-07-22,Affiliate,Affiliate - Partner B,6615,250,13,722.98,2116.08,2.927,192.69
2024-07-22,Display,Display - Banner,55759,867,10,777.65,1417.89,1.823,82.33
2024-07-22,Display,Display - Native,23179,263,15,652.65,1040.8,1.595,59.47
2024-07-22,Email,Email - Newsletter,2692,81,3,115.87,744.19,6.423,542.26
2024-07-22,Email,Email - Promo,5206,65,4,140.32,632.23,4.506,350.56
2024-07-22,Organic/SEO,SEO - Blog,46420,787,16,313.11,1624.58,5.189,418.85
2024-07-22,Organic/SEO,SEO - Landing Pages,86096,2278,25,255.75,1567.54,6.129,512.92
2024-07-22,Paid Search,Search - Brand,41929,425,14,871.99,2500.05,2.867,186.71
2024-07-22,Paid Search,Search - Competitor,92567,887,12,1615.66,6605.77,4.089,308.86
2024-07-22,Paid Search,Search - Generic,41109,1418,46,2479.0,7816.05,3.153,215.29
2024-07-22,Paid Social,Social - Lookalike,43186,1509,56,1803.34,2735.51,1.517,51.69
2024-07-22,Paid Social,Social - Prospecting,122942,1005,39,1923.58,4800.45,2.496,149.56
2024-07-22,Paid Social,Social - Retargeting,39689,558,25,1902.15,4581.91,2.409,140.88
2024-07-29,Affiliate,Affiliate - Partner A,27094,612,24,825.62,2713.21,3.286,228.63
2024-07-29,Affiliate,Affiliate - Partner B,27890,483,23,380.16,1097.14,2.886,188.6
2024-07-29,Display,Display - Banner,16818,139,7,384.91,738.03,1.917,91.74
2024-07-29,Display,Display - Native,4408,115,8,330.76,392.99,1.188,18.81
2024-07-29,Email,Email - Newsletter,6937,45,1,74.47,425.33,5.711,471.14
2024-07-29,Email,Email - Promo,1956,70,2,116.3,696.57,5.989,498.94
2024-07-29,Organic/SEO,SEO - Blog,41112,1601,103,224.02,1743.36,7.782,678.22
2024-07-29,Organic/SEO,SEO - Landing Pages,167035,3913,85,390.28,2162.71,5.541,454.14
2024-07-29,Paid Search,Search - Brand,633993,5572,149,2377.04,7373.57,3.102,210.2
2024-07-29,Paid Search,Search - Competitor,398492,2344,56,1376.31,3774.44,2.742,174.24
2024-07-29,Paid Search,Search - Generic,75554,1379,50,1265.64,4085.8,3.228,222.82
2024-07-29,Paid Social,Social - Lookalike,26525,419,31,1208.09,2967.98,2.457,145.68
2024-07-29,Paid Social,Social - Prospecting,22386,507,23,1659.31,5000.24,3.013,201.34
2024-07-29,Paid Social,Social - Retargeting,10940,378,27,1040.41,2789.02,2.681,168.07
2024-08-05,Affiliate,Affiliate - Partner A,8360,199,6,295.53,787.82,2.666,166.58
2024-08-05,Affiliate,Affiliate - Partner B,11725,217,5,242.44,581.96,2.4,140.04
2024-08-05,Display,Display - Banner,7492,120,4,402.62,248.14,0.616,-38.37
2024-08-05,Display,Display - Native,21348,778,21,707.21,834.61,1.18,18.01
2024-08-05,Email,Email - Newsletter,19117,533,17,226.32,1359.67,6.008,500.77
2024-08-05,Email,Email - Promo,2051,64,4,213.86,777.92,3.638,263.75
2024-08-05,Organic/SEO,SEO - Blog,56178,960,45,178.57,1163.72,6.517,551.69
2024-08-05,Organic/SEO,SEO - Landing Pages,33413,1297,60,331.56,2191.27,6.609,560.9
2024-08-05,Paid Search,Search - Brand,51044,1916,34,2190.99,8390.52,3.83,282.96
2024-08-05,Paid Search,Search - Competitor,28756,811,14,914.8,2985.62,3.264,226.37
2024-08-05,Paid Search,Search - Generic,138900,3601,241,1758.57,4994.79,2.84,184.03
2024-08-05,Paid Social,Social - Lookalike,17997,671,10,1237.49,3936.08,3.181,218.07
2024-08-05,Paid Social,Social - Prospecting,130866,2135,109,1911.87,4845.78,2.535,153.46
2024-08-05,Paid Social,Social - Retargeting,232033,2006,160,1605.29,3136.23,1.954,95.37
2024-08-12,Affiliate,Affiliate - Partner A,6998,255,20,565.2,1708.79,3.023,202.33
2024-08-12,Affiliate,Affiliate - Partner B,16739,290,8,255.12,757.48,2.969,196.91
2024-08-12,Display,Display - Banner,76817,1170,91,1099.23,1389.34,1.264,26.39
2024-08-12,Display,Display - Native,47125,729,9,937.37,696.03,0.743,-25.75
2024-08-12,Email,Email - Newsletter,24072,735,56,232.12,1103.82,4.755,375.54
2024-08-12,Email,Email - Promo,6316,128,4,239.13,1476.66,6.175,517.51
2024-08-12,Organic/SEO,SEO - Blog,18319,681,8,152.36,951.16,6.243,524.28
2024-08-12,Organic/SEO,SEO - Landing Pages,108273,1537,121,120.09,871.56,7.258,625.76
2024-08-12,Paid Search,Search - Brand,240228,4809,283,2346.66,8022.83,3.419,241.88
2024-08-12,Paid Search,Search - Competitor,22411,794,42,2077.58,6546.38,3.151,215.1
2024-08-12,Paid Search,Search - Generic,168218,4150,78,2477.41,9527.73,3.846,284.58
2024-08-12,Paid Social,Social - Lookalike,27813,338,5,863.35,1405.41,1.628,62.79
2024-08-12,Paid Social,Social - Prospecting,13722,486,6,1457.42,3573.01,2.452,145.16
2024-08-12,Paid Social,Social - Retargeting,16285,451,17,1378.67,3787.99,2.748,174.76
2024-08-19,Affiliate,Affiliate - Partner A,38005,1113,77,810.47,2946.03,3.635,263.5
2024-08-19,Affiliate,Affiliate - Partner B,168025,1118,70,366.27,1109.94,3.03,203.04
2024-08-19,Display,Display - Banner,20771,213,14,740.01,965.97,1.305,30.53
2024-08-19,Display,Display - Native,3889,110,6,346.57,640.29,1.848,84.75
2024-08-19,Email,Email - Newsletter,3354,78,3,115.83,683.97,5.905,490.49
2024-08-19,Email,Email - Promo,6694,119,2,131.72,874.65,6.64,564.02
2024-08-19,Organic/SEO,SEO - Blog,168991,1270,65,396.16,2971.77,7.501,650.14
2024-08-19,Organic/SEO,SEO - Landing Pages,235021,6071,481,326.82,1318.49,4.034,303.43
2024-08-19,Paid Search,Search - Brand,24074,540,27,1155.23,4786.23,4.143,314.31
2024-08-19,Paid Search,Search - Competitor,144880,1075,23,2276.0,9874.92,4.339,333.87
2024-08-19,Paid Search,Search - Generic,96880,1937,112,1440.45,5405.25,3.752,275.25
2024-08-19,Paid Social,Social - Lookalike,43828,873,57,1795.08,1332.66,0.742,-25.76
2024-08-19,Paid Social,Social - Prospecting,18792,570,8,696.79,2175.11,3.122,212.16
2024-08-19,Paid Social,Social - Retargeting,530225,3092,43,1807.57,3524.76,1.95,95.0
2024-08-26,Affiliate,Affiliate - Partner A,4238,108,6,234.35,658.14,2.808,180.84
2024-08-26,Affiliate,Affiliate - Partner B,9230,248,11,704.15,2141.03,3.041,204.06
2024-08-26,Display,Display - Banner,4919,155,10,361.76,369.14,1.02,2.04
2024-08-26,Display,Display - Native,24145,710,54,946.52,650.12,0.687,-31.31
2024-08-26,Email,Email - Newsletter,3654,115,9,196.88,1214.47,6.169,516.86
2024-08-26,Email,Email - Promo,2013,44,2,90.1,345.99,3.84,284.01
2024-08-26,Organic/SEO,SEO - Blog,82484,1935,137,281.86,1274.85,4.523,352.3
2024-08-26,Organic/SEO,SEO - Landing Pages,92470,1180,72,303.72,1645.79,5.419,441.88
2024-08-26,Paid Search,Search - Brand,72726,1777,91,1237.95,3533.25,2.854,185.41
2024-08-26,Paid Search,Search - Competitor,34212,1287,74,1744.99,5866.65,3.362,236.2
2024-08-26,Paid Search,Search - Generic,20480,680,18,2146.86,6829.97,3.181,218.14
2024-08-26,Paid Social,Social - Lookalike,39359,1437,87,877.17,2044.8,2.331,133.11
2024-08-26,Paid Social,Social - Prospecting,44083,972,17,1964.43,4299.43,2.189,118.86
2024-08-26,Paid Social,Social - Retargeting,48030,1806,33,931.38,2018.61,2.167,116.73
2024-09-02,Affiliate,Affiliate - Partner A,11652,146,3,302.08,696.46,2.306,130.55
2024-09-02,Affiliate,Affiliate - Partner B,6959,257,5,594.32,1920.23,3.231,223.1
2024-09-02,Display,Display - Banner,12115,272,3,797.03,1271.96,1.596,59.59
2024-09-02,Display,Display - Native,21017,309,4,914.71,1470.48,1.608,60.76
2024-09-02,Email,Email - Newsletter,5167,142,6,285.09,1332.06,4.672,367.24
2024-09-02,Email,Email - Promo,19322,254,17,154.94,566.71,3.658,265.76
2024-09-02,Organic/SEO,SEO - Blog,40560,1099,58,374.03,2693.39,7.201,620.1
2024-09-02,Organic/SEO,SEO - Landing Pages,135752,5231,266,291.76,2163.28,7.415,641.46
2024-09-02,Paid Search,Search - Brand,59700,1006,41,2206.65,8558.23,3.878,287.84
2024-09-02,Paid Search,Search - Competitor,18320,697,31,1043.11,3929.29,3.767,276.69
2024-09-02,Paid Search,Search - Generic,64567,1155,15,2268.98,5149.23,2.269,126.94
2024-09-02,Paid Social,Social - Lookalike,9936,357,16,1162.99,3485.86,2.997,199.73
2024-09-02,Paid Social,Social - Prospecting,19999,671,24,928.78,1380.8,1.487,48.67
2024-09-02,Paid Social,Social - Retargeting,97631,2568,198,1681.51,3069.08,1.825,82.52
2024-09-09,Affiliate,Affiliate - Partner A,12995,248,15,434.05,1141.12,2.629,162.9
2024-09-09,Affiliate,Affiliate - Partner B,77060,1182,87,825.19,2320.86,2.813,181.25
2024-09-09,Display,Display - Banner,3513,140,1,337.13,668.43,1.983,98.27
2024-09-09,Display,Display - Native,11294,272,14,801.83,1045.9,1.304,30.44
2024-09-09,Email,Email - Newsletter,8659,324,3,224.18,1632.54,7.282,628.23
2024-09-09,Email,Email - Promo,54514,280,11,259.05,1915.17,7.393,639.31
2024-09-09,Organic/SEO,SEO - Blog,8700,333,12,126.62,916.39,7.237,623.73
2024-09-09,Organic/SEO,SEO - Landing Pages,156584,956,19,300.22,2235.13,7.445,644.5
2024-09-09,Paid Search,Search - Brand,274334,6266,285,2128.49,6773.04,3.182,218.21
2024-09-09,Paid Search,Search - Competitor,121070,1851,88,2448.88,6977.14,2.849,184.91
2024-09-09,Paid Search,Search - Generic,59793,1403,50,1542.88,6000.06,3.889,288.89
2024-09-09,Paid Social,Social - Lookalike,30338,793,29,1549.63,5133.96,3.313,231.3
2024-09-09,Paid Social,Social - Prospecting,25896,388,22,1298.99,3022.42,2.327,132.67
2024-09-09,Paid Social,Social - Retargeting,58341,355,18,635.06,1618.99,2.549,154.93
2024-09-16,Affiliate,Affiliate - Partner A,57742,745,51,476.1,925.11,1.943,94.31
2024-09-16,Affiliate,Affiliate - Partner B,19769,439,29,477.59,1433.89,3.002,200.23
2024-09-16,Display,Display - Banner,20429,244,14,717.96,1297.01,1.807,80.65
2024-09-16,Display,Display - Native,21136,321,23,983.99,1412.93,1.436,43.59
2024-09-16,Email,Email - Newsletter,2743,95,7,232.35,1349.82,5.809,480.94
2024-09-16,Email,Email - Promo,2733,57,4,155.04,963.26,6.213,521.3
2024-09-16,Organic/SEO,SEO - Blog,68697,1467,77,368.55,2761.4,7.493,649.26
2024-09-16,Organic/SEO,SEO - Landing Pages,42885,1088,49,234.18,1411.95,6.029,502.93
2024-09-16,Paid Search,Search - Brand,43833,758,54,1844.14,4301.48,2.333,133.25
2024-09-16,Paid Search,Search - Competitor,10580,387,27,1135.72,4449.19,3.918,291.75
2024-09-16,Paid Search,Search - Generic,54521,790,35,2192.74,4730.81,2.157,115.75
2024-09-16,Paid Social,Social - Lookalike,24059,559,22,1295.19,3250.6,2.51,150.97
2024-09-16,Paid Social,Social - Prospecting,23687,592,23,1943.43,6625.99,3.409,240.94
2024-09-16,Paid Social,Social - Retargeting,84114,1131,17,1384.52,1819.58,1.314,31.42
2024-09-23,Affiliate,Affiliate - Partner A,18254,93,2,295.66,798.35,2.7,170.02
2024-09-23,Affiliate,Affiliate - Partner B,23789,502,11,588.53,2129.3,3.618,261.8
2024-09-23,Display,Display - Banner,47457,1305,101,1103.24,2158.09,1.956,95.61
2024-09-23,Display,Display - Native,13231,171,7,522.53,282.62,0.541,-45.91
2024-09-23,Email,Email - Newsletter,6236,143,9,297.72,1717.3,5.768,476.82
2024-09-23,Email,Email - Promo,5334,165,10,138.82,666.32,4.8,379.99
2024-09-23,Organic/SEO,SEO - Blog,124593,1029,71,258.89,2169.22,8.379,737.89
2024-09-23,Organic/SEO,SEO - Landing Pages,26700,865,21,152.49,950.64,6.234,523.41
2024-09-23,Paid Search,Search - Brand,35165,596,39,1602.65,4510.47,2.814,181.44
2024-09-23,Paid Search,Search - Competitor,47182,1080,82,1205.94,3366.51,2.792,179.16
2024-09-23,Paid Search,Search - Generic,69398,1040,64,2251.21,7441.89,3.306,230.57
2024-09-23,Paid Social,Social - Lookalike,15552,464,19,1345.84,3159.03,2.347,134.73
2024-09-23,Paid Social,Social - Prospecting,9180,327,7,1133.83,2724.81,2.403,140.32
2024-09-23,Paid Social,Social - Retargeting,31599,1121,65,1747.52,3848.87,2.202,120.25
2024-09-30,Affiliate,Affiliate - Partner A,4031,161,7,447.3,1085.95,2.428,142.78
2024-09-30,Affiliate,Affiliate - Partner B,26240,356,11,242.91,783.09,3.224,222.38
2024-09-30,Display,Display - Banner,114371,1040,17,762.64,1026.49,1.346,34.6
2024-09-30,Display,Display - Native,30086,879,51,874.01,1587.18,1.816,81.6
2024-09-30,Email,Email - Newsletter,3503,120,1,184.79,849.15,4.595,359.52
2024-09-30,Email,Email - Promo,3084,78,4,234.96,986.38,4.198,319.81
2024-09-30,Organic/SEO,SEO - Blog,449667,2956,210,319.31,2476.33,7.755,675.53
2024-09-30,Organic/SEO,SEO - Landing Pages,209419,5142,153,308.05,2147.05,6.97,596.98
2024-09-30,Paid Search,Search - Brand,213885,2756,167,1117.33,2594.17,2.322,132.18
2024-09-30,Paid Search,Search - Competitor,36017,1003,74,1987.33,6851.59,3.448,244.76
2024-09-30,Paid Search,Search - Generic,21632,712,50,2223.55,5967.97,2.684,168.4
2024-09-30,Paid Social,Social - Lookalike,38988,679,37,1842.39,5202.76,2.824,182.39
2024-09-30,Paid Social,Social - Prospecting,36565,1392,57,740.73,1283.52,1.733,73.28
2024-09-30,Paid Social,Social - Retargeting,41735,445,29,1545.48,4080.35,2.64,164.02
2024-10-07,Affiliate,Affiliate - Partner A,17696,372,4,851.5,2515.63,2.954,195.44
2024-10-07,Affiliate,Affiliate - Partner B,25804,377,14,374.68,979.83,2.615,161.51
2024-10-07,Display,Display - Banner,12944,237,9,357.79,478.65,1.338,33.78
2024-10-07,Display,Display - Native,10004,379,21,1033.54,1955.29,1.892,89.18
2024-10-07,Email,Email - Newsletter,4147,97,3,157.92,975.25,6.176,517.56
2024-10-07,Email,Email - Promo,5628,109,5,76.06,398.58,5.24,424.03
2024-10-07,Organic/SEO,SEO - Blog,293057,2425,117,258.71,1683.85,6.509,550.86
2024-10-07,Organic/SEO,SEO - Landing Pages,266072,1556,118,198.72,1492.75,7.512,651.18
2024-10-07,Paid Search,Search - Brand,36952,557,32,1814.43,4719.71,2.601,160.12
2024-10-07,Paid Search,Search - Competitor,34538,441,18,1173.99,3349.37,2.853,185.3
2024-10-07,Paid Search,Search - Generic,8390,259,11,891.89,2544.35,2.853,185.28
2024-10-07,Paid Social,Social - Lookalike,48878,1250,32,1213.53,4007.93,3.303,230.27
2024-10-07,Paid Social,Social - Prospecting,18210,501,27,1247.92,3719.59,2.981,198.06
2024-10-07,Paid Social,Social - Retargeting,67387,2193,88,978.66,3895.89,3.981,298.08
2024-10-14,Affiliate,Affiliate - Partner A,8367,107,7,371.24,1098.31,2.958,195.85
2024-10-14,Affiliate,Affiliate - Partner B,11862,194,12,318.05,985.38,3.098,209.82
2024-10-14,Display,Display - Banner,17864,94,1,331.02,321.5,0.971,-2.88
2024-10-14,Display,Display - Native,14305,414,21,906.73,856.03,0.944,-5.59
2024-10-14,Email,Email - Newsletter,5217,64,3,141.3,623.69,4.414,341.39
2024-10-14,Email,Email - Promo,9166,149,2,270.48,1642.42,6.072,507.22
2024-10-14,Organic/SEO,SEO - Blog,115988,3733,75,387.31,2516.62,6.498,549.77
2024-10-14,Organic/SEO,SEO - Landing Pages,212368,2229,24,374.01,2281.86,6.101,510.11
2024-10-14,Paid Search,Search - Brand,32507,1279,68,984.12,3153.7,3.205,220.46
2024-10-14,Paid Search,Search - Competitor,32346,1216,24,1859.22,6408.05,3.447,244.66
2024-10-14,Paid Search,Search - Generic,80572,3151,76,1837.49,8171.25,4.447,344.7
2024-10-14,Paid Social,Social - Lookalike,143087,1938,135,1542.92,4606.53,2.986,198.56
2024-10-14,Paid Social,Social - Prospecting,21581,839,11,1995.9,4880.45,2.445,144.52
2024-10-14,Paid Social,Social - Retargeting,72396,740,35,1892.01,3786.38,2.001,100.12
2024-10-21,Affiliate,Affiliate - Partner A,5702,206,13,255.65,744.51,2.912,191.22
2024-10-21,Affiliate,Affiliate - Partner B,7018,268,4,688.73,2142.8,3.111,211.12
2024-10-21,Display,Display - Banner,4620,156,4,444.3,351.36,0.791,-20.92
2024-10-21,Display,Display - Native,15646,437,10,794.06,1120.2,1.411,41.07
2024-10-21,Email,Email - Newsletter,3838,99,2,294.81,1968.8,6.678,567.82
2024-10-21,Email,Email - Promo,3313,85,1,236.42,1636.41,6.922,592.16
2024-10-21,Organic/SEO,SEO - Blog,29539,638,31,197.85,1216.09,6.147,514.65
2024-10-21,Organic/SEO,SEO - Landing Pages,38587,1354,70,194.25,1289.15,6.637,563.66
2024-10-21,Paid Search,Search - Brand,10990,428,7,1221.51,3519.03,2.881,188.09
2024-10-21,Paid Search,Search - Competitor,35459,985,18,1775.54,6588.34,3.711,271.06
2024-10-21,Paid Search,Search - Generic,54637,886,26,1806.7,5852.46,3.239,223.93
2024-10-21,Paid Social,Social - Lookalike,189620,1351,65,1448.75,5068.56,3.499,249.86
2024-10-21,Paid Social,Social - Prospecting,23344,651,38,1902.83,4589.67,2.412,141.2
2024-10-21,Paid Social,Social - Retargeting,47972,707,11,1602.58,3845.12,2.399,139.93
2024-10-28,Affiliate,Affiliate - Partner A,4546,147,9,355.37,1449.87,4.08,307.99
2024-10-28,Affiliate,Affiliate - Partner B,9942,240,17,421.39,1102.63,2.617,161.66
2024-10-28,Display,Display - Banner,21560,774,27,838.0,1304.17,1.556,55.63
2024-10-28,Display,Display - Native,25974,795,32,701.43,696.81,0.993,-0.66
2024-10-28,Email,Email - Newsletter,593,18,1,54.06,364.85,6.749,574.9
2024-10-28,Email,Email - Promo,4637,122,3,276.7,1393.87,5.037,403.75
2024-10-28,Organic/SEO,SEO - Blog,26883,1042,44,362.45,2124.82,5.862,486.24
2024-10-28,Organic/SEO,SEO - Landing Pages,43654,612,13,114.24,638.07,5.585,458.53
2024-10-28,Paid Search,Search - Brand,205167,2849,74,1442.58,4835.84,3.352,235.22
2024-10-28,Paid Search,Search - Competitor,18164,577,23,1880.42,5988.44,3.185,218.46
2024-10-28,Paid Search,Search - Generic,210069,1087,24,2475.12,7076.85,2.859,185.92
